"x","y","z","color","region","site_name","group"
0.770833333333329,10.9416666666667,431.704911274675,"","","model",12
1.275,10.9416666666667,438.931623218027,"","","model",12
1.77916666666666,10.9416666666667,444.955989539585,"","","model",12
2.28333333333333,10.9416666666667,449.778010239354,"","","model",12
2.78749999999999,10.9416666666667,453.397685317323,"","","model",12
3.29166666666666,10.9416666666667,455.815014773503,"","","model",12
3.79583333333333,10.9416666666667,457.029998607891,"","","model",12
4.3,10.9416666666667,457.042636820483,"","","model",12
-7.8,11.1375,116.203086751041,"","","model",12
-7.29583333333333,11.1375,144.009260392999,"","","model",12
-6.79166666666667,11.1375,170.613088413162,"","","model",12
-6.2875,11.1375,196.014570811529,"","","model",12
-5.78333333333333,11.1375,220.21370758811,"","","model",12
-5.27916666666667,11.1375,243.210498742895,"","","model",12
-4.775,11.1375,265.004944275891,"","","model",12
-4.27083333333334,11.1375,285.597044187088,"","","model",12
-3.76666666666667,11.1375,304.986798476495,"","","model",12
-3.2625,11.1375,323.174207144114,"","","model",12
-2.75833333333334,11.1375,340.159270189937,"","","model",12
-2.25416666666667,11.1375,355.941987613963,"","","model",12
-1.75,11.1375,370.5223594162,"","","model",12
-1.24583333333334,11.1375,383.900385596648,"","","model",12
-0.741666666666667,11.1375,396.076066155299,"","","model",12
-0.237500000000004,11.1375,407.049401092155,"","","model",12
0.266666666666666,11.1375,416.820390407222,"","","model",12
0.770833333333329,11.1375,425.389034100495,"","","model",12
1.275,11.1375,432.755332171978,"","","model",12
1.77916666666666,11.1375,438.919284621667,"","","model",12
2.28333333333333,11.1375,443.880891449562,"","","model",12
2.78749999999999,11.1375,447.640152655666,"","","model",12
3.29166666666666,11.1375,450.197068239973,"","","model",12
3.79583333333333,11.1375,451.551638202492,"","","model",12
4.3,11.1375,451.703862543217,"","","model",12
-7.8,11.3333333333333,106.870518878292,"","","model",12
-7.29583333333333,11.3333333333333,134.647363275246,"","","model",12
-6.79166666666667,11.3333333333333,161.221862050412,"","","model",12
-6.2875,11.3333333333333,186.594015203778,"","","model",12
-5.78333333333333,11.3333333333333,210.763822735355,"","","model",12
-5.27916666666667,11.3333333333333,233.731284645143,"","","model",12
-4.775,11.3333333333333,255.496400933135,"","","model",12
-4.27083333333334,11.3333333333333,276.059171599328,"","","model",12
-3.76666666666667,11.3333333333333,295.419596643735,"","","model",12
-3.2625,11.3333333333333,313.577676066353,"","","model",12
-2.75833333333334,11.3333333333333,330.533409867171,"","","model",12
-2.25416666666667,11.3333333333333,346.286798046197,"","","model",12
-1.75,11.3333333333333,360.837840603434,"","","model",12
-1.24583333333334,11.3333333333333,374.186537538881,"","","model",12
-0.741666666666667,11.3333333333333,386.332888852523,"","","model",12
-0.237500000000004,11.3333333333333,397.276894544383,"","","model",12
0.266666666666666,11.3333333333333,407.018554614449,"","","model",12
0.770833333333329,11.3333333333333,415.557869062721,"","","model",12
1.275,11.3333333333333,422.894837889199,"","","model",12
1.77916666666666,11.3333333333333,429.029461093885,"","","model",12
2.28333333333333,11.3333333333333,433.96173867678,"","","model",12
2.78749999999999,11.3333333333333,437.691670637882,"","","model",12
3.29166666666666,11.3333333333333,440.219256977189,"","","model",12
3.79583333333333,11.3333333333333,441.544497694705,"","","model",12
4.3,11.3333333333333,441.667392790429,"","","model",12
-7.8,11.5291666666667,96.8899167107343,"","","model",12
-7.29583333333333,11.5291666666667,124.468516489553,"","","model",12
-6.79166666666667,11.5291666666667,150.844770646576,"","","model",12
-6.2875,11.5291666666667,176.018679181814,"","","model",12
-5.78333333333333,11.5291666666667,199.990242095259,"","","model",12
-5.27916666666667,11.5291666666667,222.759459386901,"","","model",12
-4.775,11.5291666666667,244.326331056761,"","","model",12
-4.27083333333334,11.5291666666667,264.690857104833,"","","model",12
-3.76666666666667,11.5291666666667,283.853037531097,"","","model",12
-3.2625,11.5291666666667,301.812872335576,"","","model",12
-2.75833333333334,11.5291666666667,318.570361518266,"","","model",12
-2.25416666666667,11.5291666666667,334.12550507916,"","","model",12
-1.75,11.5291666666667,348.478303018263,"","","model",12
-1.24583333333334,11.5291666666667,361.628755335567,"","","model",12
-0.741666666666667,11.5291666666667,373.576862031085,"","","model",12
-0.237500000000004,11.5291666666667,384.322623104813,"","","model",12
0.266666666666666,11.5291666666667,393.866038556738,"","","model",12
0.770833333333329,11.5291666666667,402.207108386878,"","","model",12
1.275,11.5291666666667,409.345832595224,"","","model",12
1.77916666666666,11.5291666666667,415.282211181777,"","","model",12
2.28333333333333,11.5291666666667,420.016244146538,"","","model",12
2.78749999999999,11.5291666666667,423.547931489506,"","","model",12
3.29166666666666,11.5291666666667,425.877273210677,"","","model",12
3.79583333333333,11.5291666666667,427.004269310059,"","","model",12
4.3,11.5291666666667,426.928919787649,"","","model",12
-7.8,11.725,86.2321627887763,"","","model",12
-7.29583333333333,11.725,113.443602576332,"","","model",12
-6.79166666666667,11.725,139.452696742092,"","","model",12
-6.2875,11.725,164.259445286059,"","","model",12
-5.78333333333333,11.725,187.863848208237,"","","model",12
-5.27916666666667,11.725,210.265905508623,"","","model",12
-4.775,11.725,231.465617187209,"","","model",12
-4.27083333333334,11.725,251.462983244003,"","","model",12
-3.76666666666667,11.725,270.258003679015,"","","model",12
-3.2625,11.725,287.85067849222,"","","model",12
-2.75833333333334,11.725,304.241007683647,"","","model",12
-2.25416666666667,11.725,319.428991253274,"","","model",12
-1.75,11.725,333.414629201112,"","","model",12
-1.24583333333334,11.725,346.197921527146,"","","model",12
-0.741666666666667,11.725,357.778868231395,"","","model",12
-0.237500000000004,11.725,368.157469313858,"","","model",12
0.266666666666666,11.725,377.333724774518,"","","model",12
0.770833333333329,11.725,385.307634613388,"","","model",12
1.275,11.725,392.079198830469,"","","model",12
1.77916666666666,11.725,397.648417425755,"","","model",12
2.28333333333333,11.725,402.015290399249,"","","model",12
2.78749999999999,11.725,405.179817750946,"","","model",12
3.29166666666666,11.725,407.141999480858,"","","model",12
3.79583333333333,11.725,407.901835588974,"","","model",12
4.3,11.725,407.459326075298,"","","model",12
-7.8,11.9208333333333,74.8433299677567,"","","model",12
-7.29583333333333,11.9208333333333,101.518694390914,"","","model",12
-6.79166666666667,11.9208333333333,126.991713192276,"","","model",12
-6.2875,11.9208333333333,151.262386371842,"","","model",12
-5.78333333333333,11.9208333333333,174.330713929622,"","","model",12
-5.27916666666667,11.9208333333333,196.196695865606,"","","model",12
-4.775,11.9208333333333,216.860332179801,"","","model",12
-4.27083333333334,11.9208333333333,236.321622872193,"","","model",12
-3.76666666666667,11.9208333333333,254.580567942803,"","","model",12
-3.2625,11.9208333333333,271.637167391617,"","","model",12
-2.75833333333334,11.9208333333333,287.491421218639,"","","model",12
-2.25416666666667,11.9208333333333,302.143329423863,"","","model",12
-1.75,11.9208333333333,315.592892007302,"","","model",12
-1.24583333333334,11.9208333333333,327.840108968949,"","","model",12
-0.741666666666667,11.9208333333333,338.884980308798,"","","model",12
-0.237500000000004,11.9208333333333,348.72750602685,"","","model",12
0.266666666666666,11.9208333333333,357.367686123118,"","","model",12
0.770833333333329,11.9208333333333,364.805520597589,"","","model",12
1.275,11.9208333333333,371.04100945027,"","","model",12
1.77916666666666,11.9208333333333,376.074152681158,"","","model",12
2.28333333333333,11.9208333333333,379.904950290251,"","","model",12
2.78749999999999,11.9208333333333,382.53340227755,"","","model",12
3.29166666666666,11.9208333333333,383.95950864306,"","","model",12
3.79583333333333,11.9208333333333,384.183269386781,"","","model",12
4.3,11.9208333333333,383.204684508702,"","","model",12
-7.8,12.1166666666667,62.6446814179039,"","","model",12
-7.29583333333333,12.1166666666667,88.615055103528,"","","model",12
-6.79166666666667,12.1166666666667,113.383083167354,"","","model",12
-6.2875,12.1166666666667,136.948765609393,"","","model",12
-5.78333333333333,12.1166666666667,159.312102429644,"","","model",12
-5.27916666666667,12.1166666666667,180.473093628084,"","","model",12
-4.775,12.1166666666667,200.43173920475,"","","model",12
-4.27083333333334,12.1166666666667,219.188039159616,"","","model",12
-3.76666666666667,12.1166666666667,236.741993492689,"","","model",12
-3.2625,12.1166666666667,253.093602203974,"","","model",12
-2.75833333333334,12.1166666666667,268.242865293463,"","","model",12
-2.25416666666667,12.1166666666667,282.189782761162,"","","model",12
-1.75,12.1166666666667,294.934354607067,"","","model",12
-1.24583333333334,12.1166666666667,306.476580831175,"","","model",12
-0.741666666666667,12.1166666666667,316.816461433495,"","","model",12
-0.237500000000004,12.1166666666667,325.953996414019,"","","model",12
0.266666666666666,12.1166666666667,333.889185772752,"","","model",12
0.770833333333329,12.1166666666667,340.62202950969,"","","model",12
1.275,12.1166666666667,346.15252762484,"","","model",12
1.77916666666666,12.1166666666667,350.480680118195,"","","model",12
2.28333333333333,12.1166666666667,353.606486989762,"","","model",12
2.78749999999999,12.1166666666667,355.529948239528,"","","model",12
3.29166666666666,12.1166666666667,356.251063867507,"","","model",12
3.79583333333333,12.1166666666667,355.769833873693,"","","model",12
4.3,12.1166666666667,354.08625825808,"","","model",12
-7.8,12.3125,49.5326706243327,"","","model",12
-7.29583333333333,12.3125,74.6291381992924,"","","model",12
-6.79166666666667,12.3125,98.5232601524608,"","","model",12
-6.2875,12.3125,121.215036483829,"","","model",12
-5.78333333333333,12.3125,142.704467193415,"","","model",12
-5.27916666666667,12.3125,162.991552281202,"","","model",12
-4.775,12.3125,182.076291747199,"","","model",12
-4.27083333333334,12.3125,199.958685591398,"","","model",12
-3.76666666666667,12.3125,216.63873381381,"","","model",12
-3.2625,12.3125,232.116436414431,"","","model",12
-2.75833333333334,12.3125,246.391793393248,"","","model",12
-2.25416666666667,12.3125,259.464804750285,"","","model",12
-1.75,12.3125,271.335470485525,"","","model",12
-1.24583333333334,12.3125,282.003790598968,"","","model",12
-0.741666666666667,12.3125,291.469765090626,"","","model",12
-0.237500000000004,12.3125,299.733393960486,"","","model",12
0.266666666666666,12.3125,306.794677208554,"","","model",12
0.770833333333329,12.3125,312.653614834833,"","","model",12
1.275,12.3125,317.310206839314,"","","model",12
1.77916666666666,12.3125,320.764453222004,"","","model",12
2.28333333333333,12.3125,323.016353982906,"","","model",12
2.78749999999999,12.3125,324.06590912201,"","","model",12
3.29166666666666,12.3125,323.913118639322,"","","model",12
3.79583333333333,12.3125,322.557982534846,"","","model",12
4.3,12.3125,320.000500808573,"","","model",12
-7.8,12.5083333333333,35.3789413870695,"","","model",12
-7.29583333333333,12.5083333333333,59.4325874782335,"","","model",12
-6.79166666666667,12.5083333333333,82.2838879476026,"","","model",12
-6.2875,12.5083333333333,103.932842795179,"","","model",12
-5.78333333333333,12.5083333333333,124.379452020962,"","","model",12
-5.27916666666667,12.5083333333333,143.62371562496,"","","model",12
-4.775,12.5083333333333,161.665633607155,"","","model",12
-4.27083333333334,12.5083333333333,178.505205967561,"","","model",12
-3.76666666666667,12.5083333333333,194.142432706174,"","","model",12
-3.2625,12.5083333333333,208.577313822992,"","","model",12
-2.75833333333334,12.5083333333333,221.809849318022,"","","model",12
-2.25416666666667,12.5083333333333,233.840039191261,"","","model",12
-1.75,12.5083333333333,244.667883442704,"","","model",12
-1.24583333333334,12.5083333333333,254.293382072352,"","","model",12
-0.741666666666667,12.5083333333333,262.716535080208,"","","model",12
-0.237500000000004,12.5083333333333,269.937342466273,"","","model",12
0.266666666666666,12.5083333333333,275.955804230547,"","","model",12
0.770833333333329,12.5083333333333,280.771920373025,"","","model",12
1.275,12.5083333333333,284.385690893711,"","","model",12
1.77916666666666,12.5083333333333,286.797115792606,"","","model",12
2.28333333333333,12.5083333333333,288.006195069711,"","","model",12
2.78749999999999,12.5083333333333,288.012928725018,"","","model",12
3.29166666666666,12.5083333333333,286.817316758536,"","","model",12
3.79583333333333,12.5083333333333,284.41935917026,"","","model",12
4.3,12.5083333333333,280.819055960191,"","","model",12
-7.8,12.7041666666667,20.030327821049,"","","model",12
-7.29583333333333,12.7041666666667,42.8722370552787,"","","model",12
-6.79166666666667,12.7041666666667,64.5118006677208,"","","model",12
-6.2875,12.7041666666667,84.9490186583662,"","","model",12
-5.78333333333333,12.7041666666667,104.183891027222,"","","model",12
-5.27916666666667,12.7041666666667,122.216417774286,"","","model",12
-4.775,12.7041666666667,139.046598899554,"","","model",12
-4.27083333333334,12.7041666666667,154.674434403029,"","","model",12
-3.76666666666667,12.7041666666667,169.099924284719,"","","model",12
-3.2625,12.7041666666667,182.323068544613,"","","model",12
-2.75833333333334,12.7041666666667,194.343867182702,"","","model",12
-2.25416666666667,12.7041666666667,205.162320199013,"","","model",12
-1.75,12.7041666666667,214.778427593528,"","","model",12
-1.24583333333334,12.7041666666667,223.19218936624,"","","model",12
-0.741666666666667,12.7041666666667,230.403605517175,"","","model",12
-0.237500000000004,12.7041666666667,236.412676046312,"","","model",12
0.266666666666666,12.7041666666667,241.219400953656,"","","model",12
0.770833333333329,12.7041666666667,244.823780239203,"","","model",12
1.275,12.7041666666667,247.225813902963,"","","model",12
1.77916666666666,12.7041666666667,248.425501944928,"","","model",12
2.28333333333333,12.7041666666667,248.422844365097,"","","model",12
2.78749999999999,12.7041666666667,247.217841163478,"","","model",12
3.29166666666666,12.7041666666667,244.810492340066,"","","model",12
3.79583333333333,12.7041666666667,241.200797894861,"","","model",12
4.3,12.7041666666667,236.388757827862,"","","model",12
-7.8,12.9,3.30885435608479,"","","model",12
-7.29583333333333,12.9,24.7701113602561,"","","model",12
-6.79166666666667,12.9,45.0290227426326,"","","model",12
-6.2875,12.9,64.0855885032197,"","","model",12
-5.78333333333333,12.9,81.9398086420138,"","","model",12
-5.27916666666667,12.9,98.5916831590121,"","","model",12
-4.775,12.9,114.041212054218,"","","model",12
-4.27083333333334,12.9,128.288395327635,"","","model",12
-3.76666666666667,12.9,141.333232979263,"","","model",12
-3.2625,12.9,153.175725009084,"","","model",12
-2.75833333333334,12.9,163.815871417125,"","","model",12
-2.25416666666667,12.9,173.253672203371,"","","model",12
-1.75,12.9,181.489127367822,"","","model",12
-1.24583333333334,12.9,188.522236910478,"","","model",12
-0.741666666666667,12.9,194.353000831348,"","","model",12
-0.237500000000004,12.9,198.981419130424,"","","model",12
0.266666666666666,12.9,202.407491807704,"","","model",12
0.770833333333329,12.9,204.631218863187,"","","model",12
1.275,12.9,205.652600296889,"","","model",12
1.77916666666666,12.9,205.471636108789,"","","model",12
2.28333333333333,12.9,204.088326298899,"","","model",12
2.78749999999999,12.9,201.502670867218,"","","model",12
3.29166666666666,12.9,197.714669813746,"","","model",12
3.79583333333333,12.9,192.724323138477,"","","model",12
4.3,12.9,186.531630841418,"","","model",12
